City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
312,Carutapera,BR,76.75,overcast clouds,-1.195,-46.02,Lidera
313,Fez,MA,55.4,broken clouds,34.0372,-4.9998,Hotel Mounia Fès
314,Bubaque,GW,77.34,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
315,Puerto Colombia,CO,75.2,clear sky,10.9878,-74.9547,Hotel El Emigrante
316,Flinders,AU,66.99,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
317,Maroantsetra,MG,84.25,light rain,-15.4333,49.7333,Annexe Vatsy Hôtel
318,Dickinson,US,66.2,overcast clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
319,Sabzevar,IR,55.4,clear sky,36.2126,57.6819,پارکینگ وسایل سنگین جنوب
320,San Felipe,VE,70.63,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
321,Basoko,CD,89.37,overcast clouds,1.2391,23.616,Flat Hotel La Benediction
322,Zaragoza,ES,59.0,broken clouds,41.6561,-0.8773,Hotel Goya
323,Sarh,TD,87.8,clear sky,9.1429,18.3923,Hôtel des Chasses
324,Moussoro,TD,86.22,broken clouds,13.6408,16.4901,Pharmacie alnadja Moussoro
325,Kupang,ID,75.2,moderate rain,-10.1667,123.5833,Hotel On The Rock by Prasanthi
326,Ballina,AU,75.2,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
327,Natal,BR,75.2,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
328,Brazzaville,CG,78.8,scattered clouds,-4.2658,15.2832,Hotel Murex
329,Massaguet,TD,80.6,dust,12.4755,15.4365,Alwatane
330,Cururupu,BR,75.88,broken clouds,-1.8283,-44.8683,Pousada Través'cia
331,Santa Cruz De Tenerife,ES,66.99,few clouds,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
332,Mecca,SA,81.82,scattered clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
333,Cabo Rojo,PR,72.0,overcast clouds,18.0866,-67.1457,Hotel Perichi's
334,Saint-Georges,GD,77.0,scattered clouds,12.0564,-61.7485,Siesta Hotel
335,Pangai,TO,79.21,light rain,-19.8,-174.35,Ha'apai Beach Resort
336,Waingapu,ID,80.94,moderate rain,-9.6567,120.2641,Pondok Wisata Elim
337,Alofi,NU,77.0,moderate rain,-19.0595,-169.9187,Taloa Heights
338,Can Tho,VN,86.0,few clouds,10.0333,105.7833,Kim Lan Hotel Can Tho
339,Inyonga,TZ,78.21,light rain,-6.7167,32.0667,Eden Rock Lodge
340,Yako,BF,84.33,clear sky,12.9667,-2.2667,Ecole de Sibega
341,Boyolangu,ID,81.28,moderate rain,-8.1181,111.8935,Yos ega cv
342,San Juan,AR,65.75,overcast clouds,-31.5375,-68.5364,Hotel Provincial
343,San Policarpo,PH,78.78,broken clouds,12.1791,125.5072,JM Lodge
344,Victor Harbor,AU,64.99,clear sky,-35.5667,138.6167,McCracken Country Club
345,Barreirinhas,BR,75.22,overcast clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
346,Douentza,ML,81.0,few clouds,14.9951,-2.9517,Ogomono Doumbo
347,Luanda,AO,86.0,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
348,Gizo,SB,83.88,overcast clouds,-8.103,156.8419,Imagination Island
349,Pointe-Noire,CG,84.2,light rain,-4.7761,11.8635,Kactus Lodge
350,Colac,AU,55.0,clear sky,-38.3333,143.5833,Otway Gate Motel
351,Jinxiang,CN,58.78,few clouds,27.4327,120.6062,Wolong Village
352,Whitianga,NZ,63.0,clear sky,-36.8333,175.7,Beachside Resort Whitianga
353,Comodoro Rivadavia,AR,55.4,clear sky,-45.8667,-67.5,Austral Hotel
354,Seddon,AU,66.0,clear sky,-37.8068,144.8916,AKOM AT DOCKLANDS
355,Mizan Teferi,ET,86.72,broken clouds,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
356,Wad Madani,SD,88.03,clear sky,14.4012,33.5199,فندق يوغسلافيا
357,Nizwa,OM,84.63,clear sky,22.9333,57.5333,Orient Apartments
358,Sao Jose Da Coroa Grande,BR,79.74,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
359,Sampit,ID,81.32,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
